id,brand,title,description,price,cluster_id,pricecurrency,page_url
62,,Samsung Portable SSD T7 MU-PC2T0Hsolid state drive - 2 TB - USB 3.2 Gen 2,"External storage, evolvedTransfer in a flashSecure with a touch",330.35,62,,
63,SRAM,SRAM Sram Eagle XX1 XG-1299 12-Speed Cassette,,449.00,63,,
64,,Tarjeta Gráfica MSI Radeon RX 570 Armor 8Gb. OC,"PN: 912-V341-236RADEON RX570 8GB/DL-DVI-D, HDMI, 3xDPCore/Memory Boost Clock / Memory Frequency1244 MHz / 7000 MHz 8GB GDDR5&nbsp;",289.00,64,,
65,Ubiquiti Networks Commercial,UNIFI Protect G4-PRO Camera,"Ubiquiti UniFi Protect G4-PRO Camera. The Ubiquiti UniFi Protect G4-PRO Camera captures every detail with it's 4K resolution. The G4-PRO is Ubiquiti's most powerful camera yet, with a large 1/2'' image sensor, 3X powered optical zoom lens, and integrated high-power infrared LEDs for night vision. The adjustable base can be mounted to a flat surface or a pole with the included mounting hardware. 4K Ultra HD (3840 x 2160), 24 FPSF 4.24 - 12.66 mm, ƒ/1.53 - ƒ/3.3.Wide-Angle/Zoom LensOS08A20",449.93,65,,
66,,Nikon 300mm f4E PF ED VR AF-S Lens,"Nikon 300mm f4E PF ED VR AF-S Lens is the first F-mount NIKKOR to be equipped with a phase Fresnel element. It offers the ultimate balance of compact build, telephoto reach and high image quality. Ideal for sports and wildlife photography, as well as travel shots and tight, details portraiture. The combination of f4 maximum aperture and the impressive Vibration Reduction technology produces excellent results in all conditions. The phase Fresnel lens element reduces size and weight and a fluorine coating repels water, dust and dirt for durability.The Nikon 300mm is a great way to shoot telephoto without carrying heavy gear. The use of a Phase Fresnel (PF) lens element keeps the body compact and lightweight without dismissing image quality. The combonation of f4 maximum aperture, 300mm focal length and the impressive VR technology allows strong low-light performance and beautiful bohek effects. Nikon's renowned Vibration Reduction (VR) technology, allows impressive shooting speeds of up to 4.5 stops slower and the all-new SPORT VR mode makes it possible to pan fast-moving subjects with incredible clarity. Designed to provide a stable viewfinder image when shooting high-speed movement, SPORT mode allows a continuous shooting frame rate with reduced release time lag.The NIKKOR 300mm f4 is the first F-mount lens to boast a phase Fresnel PF lens element. This PF element takes advantage of  the photo diffraction to compensate for chromatic aberration; it reduces the number of lens elements required to achieve high-quality results and enables the compact and lightweight build. The NIKKOR 300mm f4 comes with the new HB-73 Lens Hood and CL-M3 Lens Case. The optional RT-1 Tripod Collar Ring enabled the lens to be rotated freely for better balance and a smooth transition between vertical and horizontal orientation when using a tripod.",1502.00,66,,
67,,"Card de memorie Kingston MicroSDXC, 64GB, Canvas Select 80R, Class 10, UHS-I si Adaptor",CARACTERISTICI GENERALETip memorieMicroSDXCCapacitate (GB)64Clasa de vitezaClass 10Standard UHSUHS-I U1Rata de transfer la citire (MB/s)80Rata de transfer la scriere (MB/s)10Voltaj (V)3.3AdaptorAdaptor SD,50.00,67,,
68,,Magnetic Micro USB Charging Cable,Buy Magnetic Micro USB Charging Cable at indozstyle.com! Free shipping to 185 countries. 45 days money back guarantee.,9.95,68,,
69,Cisco,Cisco Catalyst 2960X-24PS-L,,25478,69,,
70,Xiaomi,Xiaomi Redmi Note 8 Pro (128GB/6GB) Gris Dual SIM,,258.33,70,,
71,Intel,Intel Core i9-9900 3.1GHz,,609.00,71,,
72,,RAM Mounts B-201U-C Long Double Socket Arm | 5.31in,,24.22,72,,
73,,"SSD 2,5 1TB SATA3 BLUE WD NO KIT INSTAL. NEW",,116.99,73,,
74,Nikon,Nikon AF-S NIKKOR 24-85mm f/3.5-4.5G ED VR Lens,"The Nikon AF-S NIKKOR 24-85mm f/3.5-4.5G ED VR Lens features a wide to medium tele 3.5x zoom and VR image stabilization. It's an excellent standard lens that can be used for everyday shooting. The 24 - 85mm focal length can cover everything from wide-angle shots to portrait shooting. It lets you shoot up to four shutter speeds slower, thanks to the VR Image Stabilization. And, it affords superior close focusing at 1.25 feet away from every focal length. In addition to the obvious advantages a reliable everyday lens provides, it also employs a 7-blade rounded diaphragm opening, three aspherical lens elements and one extra-low dispersion ED element. The 7-bladed rounded diaphragm allows for beautiful bokeh and blurred background effects in photos with a shallow depth of field.",778,74,,
75,Epson,Epson Papper Photo Premium Luster A2 25 Ark 250g,,695,75,,
76,,Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support 100 mg (60 Softgels),"Super Ubiquinol CoQ10 with Enhanced Mitochondrial Supportis formulated withubiquinol, a highly bioavailable form of coenzyme Q10 nutrient, and augmented with the adaptogen PrivaVie shilajit, clinically shown to further increase CoQ10 absorption, promote cardiovascular health, and help restore youthful cellular energy.Serving Size: 1 Softgel Servings per Container: 60Amount per Serving:Ubiquinol (as Kaneka QH Ubiquinol)100 mgPrimaVie Shilajit fulvic acid complex100 mgOther Ingredients:sunflower oil, gelatin, glycerin, purified water, beeswax, caramel color.",4.96E1,76,,
77,,SanDisk Ultra Flair 32GB USB 3.0 Flash Drive,"This SanDisk Ultra Flair USB Flash Drive has a large 32 GB capacity so there's plenty of room to store your important photos, videos, documents and other large files. It has a durable metal casing so you can take your USB Flash Drive on the go without worrying about damage.",0.00,77,,
78,,Akumulator DJI Mavic 2 Enterprise (3850 mAh),,779,78,,
79,,Blackmagic Design ATEM 1 M/E Production Studio 4K,"DescriptionSpecsDelivery & ReturnsOther TabBlackmagic Design ATEM 1 M/E Production Studio 4KThe Blackmagic ATEM 1 M/E Production Studio 4K is a live event multi camera production switcher with 10 individual Ultra HD inputs built into a 1RU chassis. Supporting NTSC/PAL/HD and Ultra HD video formats, the switcher connects to a wide range of cameras and sources, delivering a single program stream in SD, HD, or Ultra HD video. All this is done live and in real time with no rendering required. The switcher features a reference video input for synchronizing the switcher to other equipment using tri-level or blackburst sync. Each input also features its own frame synchronizer, which allows you to use cameras that do not feature Genlock as well as input video from computer sources.The switcher provides 8 video outputs that are always active. It features two SDI and one HDMI Program output, both of which deliver SD/HD/Ultra HD, with one aux SD/HD/Ultra HD output that can deliver a clean program feed without any downstream effects. The switcher also features a down-converted HD output for monitoring on an SDI-equipped HD monitor. Multi view monitoring is 1080i only, over dedicated SDI or HDMI output, and multi view allows you to view the program, preview, and eight live sources at the same time. The switcher features built-in luma and chroma keyers for real time effects and composites in Ultra HD, with 10-bit processing. Two downstream keyers allow you to use two graphics/logos/titles/lower thirds from up to twenty stored graphics in a wide variety of formats.A built-in twelve-channel audio mixer handles the embedded HDMI and SDI audio from the 10 active video inputs as well as audio from the balanced or unbalanced analog audio inputs to provide you flexibility and creative audio options. Audio output is embedded in the SDI and HDMI stream, as well as available via balanced audio outputs. Either a Mac or PC running the included ATEM Software controls the switcher's operation and settings. For those who like the feel of a physical control panel, available ATEM ME 1 and ME 2 Broadcast Panels, connected via the Ethernet port, also control all the features of the switcher. Illuminated front panel buttons allow you to locally select the aux output, while a 2-inch LCD screen built into the front of the unit allows you to see the aux output for instant confirmation of the correct output.The ATEM 1 M/E Production Studio 4K switcher supports 4K Ultra HD video (3840 x 2160), which is four times the resolution of Full HD. The video format is set by the user and must be the same across each input, as the switcher cannot scale different input formats to match the project format.The switcher features ten single link 6G-SDI and one HDMI 4K input, which allows you to connect SD/HD/Ultra HD and computer-based signal to the switcher. However, the HDMI input is shared with one of the SDI inputs, so you can only have a maximum of ten inputs.The switcher takes reference video in for sync timing, either blackburst or tri-level sync, so that it can interface with other post production equipment.Each input incorporates its own frame synchronizer, which enables you to use cameras that do not have genlock capability or to input computer sources such as Keynote or PowerPoint Presentations.The switcher includes a built-in 12 channel audio mixer that lets you manually mix sources or you can set mixer inputs to \""audio follow video\"" so your audio crossfades as you switch between sources.The switcher features two program outputs for the final video, delivering SD/HD/Ultra HD via two 6G-SDI port and one HDMI 4K connector.Multi view output is available via an SDI or HDMI connector.The switcher features an SDI aux output that is capable of delivering the program out feed with or without the downstream keyer effects in SD, HD and Ultra HD. Control of the Aux output is by front mounted panel buttons, and built-in 2-inch LCD screen for immediate confirmation of the Aux output.Multi View MonitoringThe Multi view output features four selectable screen layouts that show eight inputs or six inputs and the two internal media players, plus Preview and Program outputs, on one screen at the same time.TransitionsThe ATEM 1 M/E Production Studio 4K switcher features four built-in transitions.Cut: ATEM instantly changes from current program source to the preview source precisely at the moment you hit the button. Cuts can be performed by directly selecting sources on the program bus or more commonly by pressing the cut button to transition to the next source lined up on the preview bus.Mix: Dissolves from one image to another. You can program a pre-set transition rate, or use the included software control panel or available hardware panels to manually transition from one shot to another.Dip: Is similar to the mix/dissolve, except it first it transitions to a color/graphic or video source and then to the next shot.Wipe patterns: With 18 built-in wipe patterns, you can create over 100 differnet transitions, and the patterns can be inverted or softened and you can customize the color of the border. You can also insert up to three live video streams into the borders.Key Frameable TransitionsThe built-in DVE allows you to create key frame based DVE moves, flying graphics and animated stingers.The switcher features four upstream keyers and a DVE, alowing you to layer live video, title, graphics and animation over live video. You can choose from chroma, luma, linear, and pattern keys at Ultra HD resolution with 10-bit processing.Two downstream keyers allow you to add graphics, lower thirds, titles and logos for a polished live production.The DVE allows you to create a picture-in-picture effect.The switcher features back lit Front panel control buttons for manual control.The ATEM 4K switcher uses an Ethernet connection to interface with control surfaces such as the optional ATEM 1 M/E and 2 M/E Broadcast Panels.You can also control the switcher by using the included ATEM Software Control software from a Mac or Windows computer over Ethernet. You can control all production settings of the switcher as well as directly import graphics from your computer into the switcher's media pool.You set the format for each project you are working on, from SD to HD to Ultra HD, selecting resolution and frame rate. This is accomplished by using either the included software for Mac/PC, or via the ATEM 1 M/E or ATEM 2 M/E Broadcast Panel.Using the Ethernet port on the switcher allows you to connect control surfaces directly to the switcher or you can control the switcher across a network.The switcher features a USB port that is used for software updates and to set the switcher's chassis IP address, which can only be done by using a computer running the ATEM Switcher Utility connected to the switcher's USB port.The switcher is a single RU in height and has built-in rack mount ears, for mounting in a production road case or in a post production facility.Ultra HD SupportSDI3840 x 2160p 23.98/24/2529.97/30HDMI: Computer Input Resolutions3840 x 2160 23.98/24/25/29.97 HzHD Format SupportSDI720p 50/59.941080i 50/59.941080p 23.98/24/25/29.97/50/59.94HDMI: Computer Input Resolutions1280 x 720 50/59.94 Hz1920 x 1080 50/59.94 HzSD Format SupportSDINTSC: 525/29.97 - 4:3/16:9PAL: 625/25 - 4:3/16:9HDMI: Computer Input Resolutions720 x 480i 59.94 Hz720 x 576i 50HzSDI ComplianceSMPTE 259M, 292MVideo Inputs10 x SDI (10-bit SD/HD/Ultra HD switchable)1 x HDMI 4K(10-bit SD/HD/Ultra HD switchable)2 Channel embedded audioAudio InputDigital20 x Embedded audio via SDI or HDMIAnalog2 x XLR2 x RCASync Input1 x SDI: Tri-Sync or BlackburstFrame Synchronizer 10 x Internal frame synchronizers (all inputs)Program Output2 x SDI (10-bit SD/HD/Ultra HD 4K switchable) 1 x HDMI Type A (10-bit SD/HD/Ultra HD 4K switchable)1 x SDI (Ultra HD 4K to HD only)Auxiliary Output3 x SDI (10-bit SD/HD/Ultra HD 4K switchable)Multi View Output1 x SDI (HD-SDI)1 x HDMI (HD)Preview (PVW) Output1 x SDI (10-bit SD/HD/Ultra HD 4K switchable)Multi View Output1 x SDI1 x HDMISDI Audio Output2 Channels embedded into SDI outputAnalog Audio Output2 x XLREthernet1 x 10/100/1000 BaseT input. Allows direct connection between control panel and chassis, or via networkSerial CommunicationRS-422Tally OutputAdded via Ethernet connectionNote:GPI and Tally Interface product are optional and are not includedGPIAdded via Ethernet connectionNote:GPI and Tally Interface product are optional and are not includedSoftware UpdateUsing USB connection directly connected to Mac OS X or Windows computers. Includes ATEM Switcher UtilityConfigurationSet via ATEM Software Control Panel, excluding ATEM chassis IP address, which is set via the ATEM Switcher Utility connected via USB to chassisColor Space ConversionHardware based, real timeProcessing DelayVideo Sampling4:2:2Color SpaceREC 601REC 709REC 2020Color Precision10-bitQuantity2Channels2 x per Media Player (fill and key)Still Image Capacity32 with fill and keyClip CapacityQuantity2 with fill and keyMaximum Clip LengthUltra HD 4K: 180 frames1080: 720 frames720p: 1600 framesNTSC/PAL: 3600 framesImage File FormatsStillPNG, TGA, BMP, GIF, JPEG, and TIFFVideoTGA sequenceAudioWAV, MP3, AIFFDisplayMinimum monitor resolution: 1366 x 768Number of Windows1 Multi-view display with 10 x windows for:PreviewProgram8 x assignable displaysTallyRed for program and green for preview indicationNote: requires optional Blackmagic Design GPI and Tally interface productWindow Source LabelsYesButtonsIlluminated button control Aux output settingsLCD Display1 x 2\"" LCD display of Aux outputSoftwareATEM Software Control Panel for both Mac and PCMacOS x 10.7 Lion or laterOS x 10.8 Mountain Lion or laterWindowsWindows 7 64-bitWindows 8 32/64-bitNote: software included with purchase of ATEM Production Studio 4KHardwareATEM 1 M/E Broadcast PanelATEM 2 M/E Broadcast PanelNote: hardware panels are optional not includedKeyers4 x Upstream2 x Downstream7 x Linear/Luma4 x Chroma1 x Stinger1 x DVEGenerators7 x Pattern2 x ColorInput Voltage110/240 V AC, 50/60 HzNote: IEC power cord required, not includedPower Consumption100WRedundant PowerNoTemperatureOperating Temperature32 to 104°F (0 to 40°C)Storage Temperature-4 to 140°F (-20 to 60°C)Relative Humidity0 to 90% non-condensingDimensions (HxWxD)1.7 x 19.0 x 9.25\"" (43.2 x 482.6 x 235 mm)1RU-sized unit with built-in rack mount earsWeight5.73 lb (2.6 kg)Package Weight3.02KgBox Dimensions (LxWxH)48.77cm x 27.69cm x 8.64cmIn The Box1 x Blackmagic Design ATEM 1 M/E Production Studio 4K1 x Limited 1-Year Warranty",,79,,
